planet_radius,Period(Days),host_star_id,planet_name
0.77,31,S325095105,Planet_204
1.5699999999999998,33,S471012685,Planet_205
1.4699999999999998,236,S88416301,Planet_206
0.87,45,S416538839,Planet_207
1.37,166,S34068865,Planet_208
1.27,231,S37149743,Planet_209
1.97,166,S402375302,Planet_210
1.27,15,Snan,Planet_211
3.27,402,S41652774,Planet_212
0.87,17,S442916792,Planet_213
0.67,406,S631689798,Planet_214
1.87,83,S357180860,Planet_215
1.7699999999999996,622,S95447657,Planet_216
1.27,90,S114795878,Planet_217
5.969999999999999,86,S53558817,Planet_218
4.369999999999999,151,S157201953,Planet_219
0.67,390,S247439806,Planet_220
0.77,39,S121089579,Planet_221
0.67,37,S87418452,Planet_222
0.77,23,S394595806,Planet_223
2.27,137,S312833264,Planet_224
0.67,415,S256726977,Planet_225
1.0699999999999998,424,S2052602391,Planet_226
0.77,116,S234299476,Planet_227
2.07,17,S233643252,Planet_228
3.669999999999999,52,S290459654,Planet_229
2.5699999999999994,24,S276354725,Planet_230
2.9699999999999998,30,S246975019,Planet_231
0.87,63,S136324903,Planet_232
1.27,626,S191946194,Planet_233
2.77,135,S367435381,Planet_234
1.17,62,S245860592,Planet_235
3.27,590,S121091806,Planet_236
2.6699999999999995,10,S379483903,Planet_237
0.77,46,S101719893,Planet_238
1.27,100,Snan,Planet_239
4.369999999999999,157,S66356318,Planet_240
0.77,18,S284898141,Planet_241
1.0699999999999998,432,S1652548,Planet_242
1.7699999999999996,514,S126387245,Planet_243
2.07,37,S122506840,Planet_244
1.37,548,S310842836,Planet_245
1.17,13,S453011250,Planet_246
2.1699999999999995,638,S218979108,Planet_247
2.869999999999999,101,S318163669,Planet_248
0.77,17,S8697145,Planet_249
1.5699999999999998,52,S175456679,Planet_250
0.67,255,S79055318,Planet_251
1.7699999999999996,15,S29727593,Planet_252
1.37,326,S396915485,Planet_253
3.869999999999999,220,S311556725,Planet_254
0.77,109,S19560875,Planet_255
0.77,372,S13022701,Planet_256
1.97,232,S231010756,Planet_257
2.37,82,S258638260,Planet_258
0.67,437,S449242492,Planet_259
3.0699999999999994,87,S283788194,Planet_260
2.37,223,S318760343,Planet_261
0.67,575,S364146744,Planet_262
0.67,638,S125838647,Planet_263
11.669999999999998,315,S80417903,Planet_264
1.27,14,S246849513,Planet_265
2.9699999999999998,353,S159331746,Planet_266
6.369999999999998,19,S230980302,Planet_267
11.469999999999995,592,S141819864,Planet_268
2.6699999999999995,26,S199610180,Planet_269
0.67,614,S283367251,Planet_270
1.37,57,S350347140,Planet_271
4.369999999999999,365,S100676732,Planet_272
0.77,78,S420878326,Planet_273
1.4699999999999998,145,S448366248,Planet_274
0.67,243,S172954294,Planet_275
0.77,112,S282812620,Planet_276
2.07,567,S271946648,Planet_277
2.5699999999999994,313,S17668162,Planet_278
1.87,55,S351165656,Planet_279
7.5699999999999985,510,S257060602,Planet_280
1.27,16,S307928622,Planet_281
1.0699999999999998,31,S62757849,Planet_282
3.4699999999999998,148,S146322354,Planet_283
0.97,14,S156016477,Planet_284
7.669999999999998,621,S10023234,Planet_285
0.67,25,S291161401,Planet_286
0.67,140,S166001054,Planet_287
1.67,68,S165766653,Planet_288
8.469999999999999,86,S135170902,Planet_289
1.67,31,S160636601,Planet_290
2.07,20,S457227216,Planet_291
2.37,21,S163086486,Planet_292
1.87,65,S192790476,Planet_293
6.569999999999999,145,S7131321,Planet_294
3.9699999999999993,40,S275037380,Planet_295
1.4699999999999998,25,S103565448,Planet_296
1.97,297,S301620673,Planet_297
0.87,129,S48668374,Planet_298
1.4699999999999998,81,S237622598,Planet_299
1.17,190,S245787510,Planet_300
1.87,58,S35420590,Planet_301
0.67,513,S9068085,Planet_302
11.569999999999997,225,S14255247,Planet_303
1.67,205,S437256139,Planet_304
1.0699999999999998,238,S401493477,Planet_305
2.9699999999999998,426,S81106481,Planet_306
2.27,185,S220497676,Planet_307
0.87,17,Snan,Planet_308
4.569999999999999,71,S129479892,Planet_309
3.0699999999999994,105,S359816457,Planet_310
6.469999999999999,542,S278919163,Planet_311
1.97,115,S303537190,Planet_312
1.37,24,S213005294,Planet_313
0.67,154,S444059177,Planet_314
0.67,61,S76964180,Planet_315
11.869999999999996,137,S425940082,Planet_316
0.77,496,S392983748,Planet_317
1.87,270,S358290735,Planet_318
3.1699999999999995,358,S50283734,Planet_319
3.1699999999999995,148,S139770629,Planet_320
1.37,13,S402993451,Planet_321
0.97,551,S405283107,Planet_322
3.369999999999999,369,S49379766,Planet_323
2.9699999999999998,360,S151922664,Planet_324
16.869999999999997,121,S361188014,Planet_325
15.269999999999996,20,S95122614,Planet_326
1.7699999999999996,51,S453099618,Planet_327
6.169999999999999,139,S274012205,Planet_328
3.27,67,S406857100,Planet_329
0.97,125,S205591703,Planet_330
0.97,25,S26163031,Planet_331
1.97,229,S284113347,Planet_332
0.77,89,S182000996,Planet_333
1.67,17,S74283554,Planet_334
2.77,46,S270485783,Planet_335
1.67,17,S338239422,Planet_336
1.7699999999999996,122,S237373376,Planet_337
3.5699999999999994,618,S63663620,Planet_338
0.77,254,S424199208,Planet_339
0.67,69,S124165580,Planet_340
2.6699999999999995,46,S44082776,Planet_341
0.87,463,S259512080,Planet_342
0.77,282,S252724461,Planet_343
1.17,152,S50777340,Planet_344
1.27,134,S192883961,Planet_345
1.37,232,S435239275,Planet_346
4.27,636,S170862512,Planet_347
1.5699999999999998,472,S233975043,Planet_348
1.97,377,S168901705,Planet_349
3.369999999999999,149,S301558151,Planet_350
0.77,437,S441315742,Planet_351
5.169999999999999,160,S28043417,Planet_352
10.169999999999998,231,S452703951,Planet_353
1.5699999999999998,39,S353168694,Planet_354
1.17,13,S160469668,Planet_355
2.07,52,S199573444,Planet_356
0.77,201,S167892002,Planet_357
0.77,525,S243144193,Planet_358
0.77,313,S271598242,Planet_359
2.07,194,S156617357,Planet_360
0.87,86,S117275265,Planet_361
1.17,99,S120957673,Planet_362
2.1699999999999995,348,S435160829,Planet_363
0.87,165,S443509014,Planet_364
1.0699999999999998,12,S4196732,Planet_365
0.87,61,S332660498,Planet_366
0.77,14,S162809834,Planet_367
0.77,133,S377041106,Planet_368
0.67,582,S456831901,Planet_369
3.5699999999999994,138,S204351645,Planet_370
4.869999999999999,571,S120564340,Planet_371
0.67,290,S160268882,Planet_372
2.9699999999999998,75,S24924439,Planet_373
0.87,103,S289351402,Planet_374
0.87,394,S119820859,Planet_375
1.17,592,S4612575,Planet_376
1.4699999999999998,597,S282120414,Planet_377
1.97,233,S146247926,Planet_378
0.97,175,S307338124,Planet_379
2.37,629,S135641917,Planet_380
4.069999999999999,175,S357793687,Planet_381
1.5699999999999998,385,S322355401,Planet_382
1.67,126,S131235329,Planet_383
1.37,509,S36828898,Planet_384
0.97,451,S441003396,Planet_385
1.27,23,S4581908,Planet_386
0.87,433,S283792884,Planet_387
3.9699999999999993,64,S125699207,Planet_388
1.87,253,S407574350,Planet_389
2.27,63,S427835460,Planet_390
2.869999999999999,51,S177638351,Planet_391
1.5699999999999998,92,S147949613,Planet_392
0.77,11,S343813545,Planet_393
1.67,229,S345571990,Planet_394
2.5699999999999994,282,S396944733,Planet_395
0.77,189,S425940082,Planet_396
1.0699999999999998,25,S19976193,Planet_397
1.17,378,S2518520,Planet_398
11.669999999999998,111,S177524050,Planet_399
1.97,26,S65751167,Planet_400
0.97,57,S439949946,Planet_401
0.77,41,S46802551,Planet_402
0.87,14,S88846220,Planet_403
0.87,46,S408849765,Planet_404
4.069999999999999,488,S281886865,Planet_405
0.67,555,S405505917,Planet_406
1.27,544,S353970454,Planet_407
10.669999999999998,147,S25896647,Planet_408
0.77,82,S252487672,Planet_409
1.27,219,S41652774,Planet_410
8.469999999999999,204,S147795162,Planet_411
3.369999999999999,467,S392323519,Planet_412
2.1699999999999995,401,S349673728,Planet_413
5.269999999999999,361,S97522283,Planet_414
1.7699999999999996,64,S319869555,Planet_415
1.7699999999999996,430,S402288287,Planet_416
2.77,17,S372917714,Planet_417
0.87,121,S308840739,Planet_418
1.0699999999999998,548,S502502097,Planet_419
1.37,67,S50618703,Planet_420
1.5699999999999998,262,S137910089,Planet_421
0.97,87,S98020332,Planet_422
0.77,96,S328936940,Planet_423
1.97,71,S391593971,Planet_424
1.0699999999999998,43,S353287103,Planet_425
1.87,36,S352409577,Planet_426
1.17,39,S71213618,Planet_427
0.77,259,S332286707,Planet_428
0.67,316,S321087289,Planet_429
12.669999999999996,91,S155753765,Planet_430
2.27,103,S365714263,Planet_431
2.6699999999999995,162,S37090252,Planet_432
1.4699999999999998,196,S345940870,Planet_433
1.27,596,S101348176,Planet_434
1.17,132,S375760765,Planet_435
5.269999999999999,420,Snan,Planet_436
0.77,160,S296586666,Planet_437
5.769999999999999,157,S284992911,Planet_438
0.87,82,S279205147,Planet_439
0.67,353,S453428169,Planet_440
3.1699999999999995,337,S231005052,Planet_441
0.77,326,S233075841,Planet_442
0.87,272,S155565608,Planet_443
0.87,19,S156909067,Planet_444
2.1699999999999995,250,S38381642,Planet_445
3.669999999999999,32,S468418392,Planet_446
1.27,137,S176542016,Planet_447
3.0699999999999994,12,S318614521,Planet_448
1.37,268,S301055994,Planet_449
1.4699999999999998,71,S251828744,Planet_450
1.5699999999999998,155,S191463346,Planet_451
0.97,36,S60285843,Planet_452
1.27,56,S345217789,Planet_453
1.67,442,S260795157,Planet_454
4.369999999999999,395,S156072885,Planet_455
1.97,481,S355708312,Planet_456
0.77,108,S339386305,Planet_457
5.869999999999999,92,S318805118,Planet_458
2.07,12,S393508531,Planet_459
1.17,31,S80080066,Planet_460
0.77,319,S178155732,Planet_461
2.869999999999999,182,S212981863,Planet_462
1.97,295,S115621918,Planet_463
4.069999999999999,22,S127574856,Planet_464
2.869999999999999,43,S239137207,Planet_465
0.77,520,S467750177,Planet_466
1.0699999999999998,275,S278535596,Planet_467
0.97,135,S389136129,Planet_468
0.67,89,S292234186,Planet_469
2.6699999999999995,252,S201242997,Planet_470
1.17,70,S100210864,Planet_471
1.27,209,S181015118,Planet_472
2.869999999999999,353,S326186977,Planet_473
2.47,117,S379349643,Planet_474
2.47,71,S157760804,Planet_475
0.87,84,S237356343,Planet_476
4.469999999999999,151,S330551022,Planet_477
1.87,55,S105617786,Planet_478
1.27,278,S9390651,Planet_479
1.4699999999999998,65,S23077667,Planet_480
6.369999999999998,25,S286896213,Planet_481
0.77,553,S640358517,Planet_482
1.87,90,S325624908,Planet_483
1.5699999999999998,220,S471011153,Planet_484
0.67,37,S435926536,Planet_485
1.7699999999999996,210,S332394627,Planet_486
4.969999999999999,300,S317002948,Planet_487
2.37,263,S471011364,Planet_488
0.77,537,S392067317,Planet_489
1.87,11,S427346731,Planet_490
2.5699999999999994,38,S146285566,Planet_491
5.569999999999999,66,S167121,Planet_492
5.069999999999999,571,S139346470,Planet_493
3.1699999999999995,172,S301842096,Planet_494
3.4699999999999998,308,S801604587,Planet_495
1.27,240,S461308071,Planet_496
1.17,33,S381002278,Planet_497
2.9699999999999998,24,S347304641,Planet_498
1.17,26,S91928196,Planet_499
4.869999999999999,242,S1512223278,Planet_500
1.17,112,S434230605,Planet_501
2.5699999999999994,51,S453011250,Planet_502
1.4699999999999998,13,S98792665,Planet_503
1.4699999999999998,13,S234299628,Planet_504
0.77,341,S247094340,Planet_505
1.5699999999999998,91,S304966912,Planet_506
1.37,27,S275380070,Planet_507
1.17,361,Snan,Planet_508
1.87,31,S17329110,Planet_509
2.07,41,S279741379,Planet_510
0.67,27,S111784356,Planet_511
2.1699999999999995,194,S160527775,Planet_512
0.87,66,S297075790,Planet_513
0.77,465,S363955522,Planet_514
15.369999999999996,61,S308016265,Planet_515
1.5699999999999998,146,S247020159,Planet_516
1.87,314,S290348382,Planet_517
0.67,360,S418038410,Planet_518
2.5699999999999994,575,S469037731,Planet_519
4.169999999999999,68,S24361249,Planet_520
0.87,323,S205614270,Planet_521
0.87,150,S242020806,Planet_522
0.67,103,S16048383,Planet_523
0.67,343,S43274838,Planet_524
2.77,110,S453452671,Planet_525
1.4699999999999998,16,S117159425,Planet_526
1.67,39,S333136751,Planet_527
1.37,306,S371267181,Planet_528
1.27,276,S368454136,Planet_529
0.77,592,S1305321077,Planet_530
0.87,86,S468978941,Planet_531
6.269999999999999,94,S289456142,Planet_532
1.27,12,S267399515,Planet_533
0.67,58,S455374104,Planet_534
0.77,612,S449149203,Planet_535
2.47,23,S278962915,Planet_536
2.1699999999999995,87,S381897917,Planet_537
0.67,63,S290543478,Planet_538
0.97,11,S248409489,Planet_539
0.97,32,S3838520,Planet_540
2.1699999999999995,599,S18428158,Planet_541
0.67,41,S347440764,Planet_542
0.77,49,S118882363,Planet_543
2.869999999999999,558,S301262047,Planet_544
2.1699999999999995,20,S115858251,Planet_545
0.97,62,S17203175,Planet_546
0.77,35,S265442498,Planet_547
0.97,92,S245425195,Planet_548
2.47,117,S118572803,Planet_549
3.0699999999999994,568,S619444,Planet_550
1.27,207,S159502465,Planet_551
2.1699999999999995,373,S209462116,Planet_552
0.87,321,S354162381,Planet_553
1.0699999999999998,67,S284120761,Planet_554
4.069999999999999,389,S407330598,Planet_555
0.67,26,S60903678,Planet_556
0.77,10,S260950658,Planet_557
0.87,368,S233529295,Planet_558
0.87,83,S248383125,Planet_559
1.37,39,S239187687,Planet_560
3.9699999999999993,404,S163938779,Planet_561
3.0699999999999994,18,S23708421,Planet_562
0.97,267,S435939639,Planet_563
1.87,165,S230183006,Planet_564
0.97,425,S148817611,Planet_565
1.97,477,S154458616,Planet_566
1.27,510,S293639771,Planet_567
1.7699999999999996,27,S279249351,Planet_568
1.37,206,S318360556,Planet_569
1.0699999999999998,75,S275036626,Planet_570
6.369999999999998,549,S36956618,Planet_571
2.6699999999999995,310,S389012309,Planet_572
0.77,331,S124940532,Planet_573
1.5699999999999998,15,S388580735,Planet_574
1.37,65,S85367836,Planet_575
0.67,49,S192018839,Planet_576
0.97,438,S419015728,Planet_577
2.07,53,S243524790,Planet_578
0.77,320,S149769132,Planet_579
1.67,49,S27320408,Planet_580
0.77,114,S198151134,Planet_581
0.67,23,S224693781,Planet_582
0.77,288,S178106944,Planet_583
4.169999999999999,422,S30915363,Planet_584
1.87,546,S169795412,Planet_585
4.669999999999999,191,S236628322,Planet_586
1.27,51,S134944229,Planet_587
1.67,12,S230345672,Planet_588
0.67,166,S124983667,Planet_589
0.87,24,S22791093,Planet_590
2.5699999999999994,59,S285833485,Planet_591
1.0699999999999998,43,S6172378,Planet_592
1.17,226,S27446117,Planet_593
1.0699999999999998,95,S332535206,Planet_594
1.7699999999999996,245,S416353503,Planet_595
1.4699999999999998,299,S322949041,Planet_596
0.97,313,S37387690,Planet_597
1.87,303,S402595813,Planet_598
0.67,200,S385590511,Planet_599
1.5699999999999998,69,S470626909,Planet_600
1.17,29,S290949512,Planet_601
2.77,29,S62509024,Planet_602
0.67,472,S405902579,Planet_603
2.47,341,S461417510,Planet_604
1.5699999999999998,61,S278199697,Planet_605
0.97,117,S389871406,Planet_606
3.0699999999999994,35,S88479531,Planet_607
2.37,14,S436546045,Planet_608
0.97,519,S351475845,Planet_609
1.17,329,S338262765,Planet_610
0.77,18,S118760883,Planet_611
4.769999999999999,245,S312670636,Planet_612
6.569999999999999,81,S382420372,Planet_613
1.37,460,S72511761,Planet_614
0.87,107,S345291554,Planet_615
1.67,377,S189802306,Planet_616
3.5699999999999994,76,S440388263,Planet_617
2.47,614,S423387879,Planet_618
2.9699999999999998,83,S421128814,Planet_619
2.1699999999999995,84,S147718994,Planet_620
3.27,57,S17003109,Planet_621
0.97,146,S255630992,Planet_622
0.97,10,S144135094,Planet_623
11.969999999999995,186,S355788711,Planet_624
6.069999999999999,529,S4386949,Planet_625
0.67,118,S458520592,Planet_626
2.37,199,S396745363,Planet_627
5.069999999999999,445,S188589409,Planet_628
0.87,79,S415657869,Planet_629
0.67,91,S458721081,Planet_630
1.0699999999999998,97,S97905198,Planet_631
5.069999999999999,176,S17095953,Planet_632
8.669999999999998,312,S166578537,Planet_633
6.169999999999999,13,S23139536,Planet_634
3.369999999999999,127,S427238624,Planet_635
3.0699999999999994,448,S25155612,Planet_636
0.67,106,S385142111,Planet_637
1.87,347,S460062281,Planet_638
0.97,29,S207084783,Planet_639
0.67,501,S238031512,Planet_640
2.37,24,S56773393,Planet_641
1.17,56,S345472607,Planet_642
1.0699999999999998,342,S326451898,Planet_643
1.67,296,S319869555,Planet_644
2.869999999999999,81,S9440485,Planet_645
0.67,54,S424199208,Planet_646
0.67,45,S434642268,Planet_647
3.5699999999999994,280,S3902250,Planet_648
5.769999999999999,458,S37367922,Planet_649
15.869999999999996,206,S19970087,Planet_650
2.6699999999999995,558,S268565917,Planet_651
1.27,302,S34856861,Planet_652
2.07,11,S257022710,Planet_653
3.5699999999999994,148,S220560002,Planet_654
2.77,10,S287204751,Planet_655
1.37,39,S430366982,Planet_656
2.5699999999999994,52,S251848612,Planet_657
0.97,65,S34310789,Planet_658
0.97,41,S100462488,Planet_659
0.67,134,S242707502,Planet_660
0.67,37,S115070878,Planet_661
1.37,88,S93534003,Planet_662
2.27,70,S51923677,Planet_663
0.87,580,S38125059,Planet_664
2.869999999999999,19,S103571388,Planet_665
0.77,15,S372315670,Planet_666
1.37,22,S50716853,Planet_667
6.169999999999999,127,S27307389,Planet_668
1.4699999999999998,126,S446175401,Planet_669
1.97,115,S439404095,Planet_670
0.87,26,S204291947,Planet_671
13.069999999999997,69,S220537366,Planet_672
6.069999999999999,15,S142866751,Planet_673
0.97,31,S467549713,Planet_674
0.87,59,S364395684,Planet_675
0.87,635,S336891162,Planet_676
2.77,263,S457886772,Planet_677
1.17,147,S467269731,Planet_678
5.169999999999999,562,S349674634,Planet_679
14.469999999999995,124,S467254810,Planet_680
0.87,48,S17000897,Planet_681
1.27,191,S257392565,Planet_682
0.77,564,S238027971,Planet_683
0.97,15,S219038788,Planet_684
0.97,14,S333541953,Planet_685
1.67,226,S178952972,Planet_686
1.87,233,S13732129,Planet_687
1.87,28,S455030131,Planet_688
0.77,18,S291885076,Planet_689
3.669999999999999,51,S231286446,Planet_690
3.869999999999999,407,S67707948,Planet_691
2.9699999999999998,176,S121793119,Planet_692
2.1699999999999995,39,S27320875,Planet_693
1.7699999999999996,20,S1628071,Planet_694
0.77,12,Snan,Planet_695
1.27,11,S142809647,Planet_696
2.47,148,S376860317,Planet_697
1.5699999999999998,65,S259592542,Planet_698
0.67,570,S259004487,Planet_699
0.87,627,S354318511,Planet_700
2.27,143,S425698601,Planet_701
0.67,488,S55903488,Planet_702
3.27,109,S382637105,Planet_703
1.5699999999999998,58,S55113936,Planet_704
1.4699999999999998,440,S171199606,Planet_705
3.0699999999999994,182,S148592262,Planet_706
2.27,49,S69514163,Planet_707
1.7699999999999996,226,S119885025,Planet_708
3.669999999999999,170,S154385728,Planet_709
2.1699999999999995,79,S287532010,Planet_710
3.1699999999999995,103,S307928780,Planet_711
2.37,35,S453303407,Planet_712
2.27,78,Snan,Planet_713
2.6699999999999995,21,S339733147,Planet_714
0.67,71,S404506573,Planet_715
0.77,201,S65203528,Planet_716
1.17,32,S1698462156,Planet_717
0.87,14,S262710157,Planet_718
3.0699999999999994,22,S123519327,Planet_719
1.5699999999999998,258,S154234114,Planet_720
0.67,16,S284661762,Planet_721
2.07,37,S45992056,Planet_722
2.07,59,S49038679,Planet_723
1.67,312,S179068307,Planet_724
0.77,59,S333372236,Planet_725
1.67,355,S274223174,Planet_726
7.669999999999998,400,S450105300,Planet_727
1.17,69,S257398687,Planet_728
2.07,44,S80535228,Planet_729
5.369999999999999,624,S155970640,Planet_730
0.77,44,S199673452,Planet_731
5.669999999999999,414,S370943232,Planet_732
2.27,303,S71940463,Planet_733
0.67,370,S469246367,Planet_734
1.0699999999999998,129,S137910089,Planet_735
0.67,157,S332891271,Planet_736
3.4699999999999998,575,S302129279,Planet_737
9.07,57,S403802333,Planet_738
2.5699999999999994,550,S168775356,Planet_739
0.67,48,S155782207,Planet_740
1.0699999999999998,546,S334844739,Planet_741
2.77,24,S317281689,Planet_742
2.27,144,S96875361,Planet_743
1.37,457,S115869504,Planet_744
