planet_radius,Period(Days),host_star_id,planet_name
0.67,210,S238115675,Planet_313
1.4699999999999998,13,S255263370,Planet_314
3.1699999999999995,486,S393800504,Planet_315
2.5699999999999994,580,S148199381,Planet_316
0.87,170,S29646757,Planet_317
0.77,82,S58493240,Planet_318
1.7699999999999996,16,S269885278,Planet_319
0.87,494,S268319776,Planet_320
2.5699999999999994,85,S464440686,Planet_321
3.27,234,S104572330,Planet_322
0.87,201,S279637761,Planet_323
1.17,207,S421809379,Planet_324
0.87,130,S407591082,Planet_325
0.97,274,S154360594,Planet_326
0.67,45,S367435381,Planet_327
1.87,22,S49934959,Planet_328
0.87,58,S186085740,Planet_329
1.87,164,S229653719,Planet_330
1.7699999999999996,145,S126998169,Planet_331
2.869999999999999,67,S121286109,Planet_332
10.769999999999998,353,S297763950,Planet_333
0.77,140,S281036574,Planet_334
2.1699999999999995,264,S438007268,Planet_335
5.469999999999999,199,S266809077,Planet_336
0.77,289,S293253336,Planet_337
0.77,339,S841336692,Planet_338
0.97,105,S167121,Planet_339
2.869999999999999,84,S9964140,Planet_340
3.27,609,S333421244,Planet_341
0.67,25,S232073908,Planet_342
5.069999999999999,182,S325274397,Planet_343
2.07,291,S176843254,Planet_344
0.87,365,S51624556,Planet_345
3.27,369,S124350360,Planet_346
2.07,416,S302820286,Planet_347
1.5699999999999998,315,S435246332,Planet_348
2.1699999999999995,189,S114919247,Planet_349
3.1699999999999995,27,S187416457,Planet_350
1.27,269,S220022156,Planet_351
5.569999999999999,200,Snan,Planet_352
0.97,92,S286514113,Planet_353
0.87,153,S217157387,Planet_354
2.37,361,S388857263,Planet_355
0.97,48,S408436718,Planet_356
1.7699999999999996,130,S38588060,Planet_357
1.17,123,S124147486,Planet_358
5.069999999999999,250,S288603793,Planet_359
3.1699999999999995,316,S302188141,Planet_360
6.669999999999998,228,S291108016,Planet_361
2.869999999999999,443,S50719539,Planet_362
2.1699999999999995,16,S5979133,Planet_363
1.27,472,S434136638,Planet_364
1.87,25,S48769732,Planet_365
2.5699999999999994,253,S395738426,Planet_366
1.27,18,S184735829,Planet_367
1.97,18,S302581572,Planet_368
1.17,442,S148002870,Planet_369
3.27,34,S346783960,Planet_370
1.5699999999999998,29,S272232401,Planet_371
1.37,190,S413623346,Planet_372
0.77,552,S113470426,Planet_373
1.37,73,S307754027,Planet_374
2.47,355,S257580386,Planet_375
1.5699999999999998,37,S393884636,Planet_376
2.47,269,S82970146,Planet_377
1.87,69,S190500036,Planet_378
2.6699999999999995,224,S385254633,Planet_379
2.77,153,S60842934,Planet_380
1.17,157,S421608772,Planet_381
1.7699999999999996,36,S29845542,Planet_382
0.67,594,S97758239,Planet_383
2.6699999999999995,585,S118684311,Planet_384
2.77,256,S422604600,Planet_385
0.87,13,S293689267,Planet_386
1.4699999999999998,78,S144370079,Planet_387
2.1699999999999995,351,S386627655,Planet_388
0.77,481,S379603165,Planet_389
1.87,186,S149769132,Planet_390
3.0699999999999994,268,S408817657,Planet_391
3.1699999999999995,461,S148077721,Planet_392
0.77,269,S99571729,Planet_393
0.67,33,S118295030,Planet_394
0.97,114,S219234564,Planet_395
2.47,638,S198151136,Planet_396
1.37,88,S441316520,Planet_397
1.87,409,S87238691,Planet_398
1.0699999999999998,386,S27533341,Planet_399
13.869999999999996,391,S2491739,Planet_400
1.5699999999999998,132,S220433363,Planet_401
5.369999999999999,253,S39836825,Planet_402
1.5699999999999998,15,S424283890,Planet_403
4.669999999999999,455,S293769522,Planet_404
1.17,37,S49777149,Planet_405
1.7699999999999996,69,S72938014,Planet_406
1.67,41,S22481324,Planet_407
1.27,344,S328324098,Planet_408
2.1699999999999995,135,S106344480,Planet_409
0.77,49,S184449225,Planet_410
1.4699999999999998,213,S457463263,Planet_411
3.769999999999999,339,S350347140,Planet_412
2.27,73,S390420292,Planet_413
0.87,193,S133556737,Planet_414
0.67,21,S296856546,Planet_415
4.469999999999999,157,S154234114,Planet_416
0.97,13,S116759515,Planet_417
0.87,74,S239137207,Planet_418
0.97,226,S455651592,Planet_419
8.469999999999999,39,S371272665,Planet_420
0.67,374,S311430137,Planet_421
1.17,321,S366286774,Planet_422
0.77,255,S62904024,Planet_423
1.17,11,S405148007,Planet_424
0.67,271,S129480666,Planet_425
2.9699999999999998,495,S380822957,Planet_426
2.27,20,S423454257,Planet_427
0.67,22,S3221826,Planet_428
1.67,259,S464405850,Planet_429
1.27,352,S24190130,Planet_430
1.4699999999999998,287,S220017951,Planet_431
0.77,229,S23741668,Planet_432
1.27,16,S458385911,Planet_433
0.87,28,S227409000,Planet_434
1.4699999999999998,337,S20785413,Planet_435
2.27,283,S304379558,Planet_436
1.97,105,S306118907,Planet_437
1.7699999999999996,156,S214990792,Planet_438
1.97,236,S51323309,Planet_439
0.97,23,S227409000,Planet_440
2.1699999999999995,170,S413356994,Planet_441
1.4699999999999998,581,S423193084,Planet_442
0.77,65,S159511543,Planet_443
1.0699999999999998,13,S27691167,Planet_444
1.37,482,S130608548,Planet_445
0.87,189,S252888476,Planet_446
14.069999999999997,537,S12863257,Planet_447
5.169999999999999,500,S269919096,Planet_448
2.9699999999999998,564,S35229531,Planet_449
7.369999999999998,301,S429149602,Planet_450
1.87,21,S265344685,Planet_451
1.0699999999999998,425,S412066335,Planet_452
0.77,47,S39698449,Planet_453
4.069999999999999,51,S387009593,Planet_454
1.67,56,S143855075,Planet_455
0.67,397,S311002348,Planet_456
2.5699999999999994,62,S404510606,Planet_457
0.87,378,S113470426,Planet_458
0.67,269,S458452740,Planet_459
1.37,11,S114819742,Planet_460
2.1699999999999995,62,S78625295,Planet_461
0.77,63,S800279880,Planet_462
1.27,458,S368804760,Planet_463
0.97,152,S422044019,Planet_464
2.6699999999999995,468,S1843105,Planet_465
1.7699999999999996,17,S332064670,Planet_466
1.5699999999999998,74,S465961963,Planet_467
0.97,39,S267698000,Planet_468
0.77,310,S67707948,Planet_469
7.269999999999999,290,S387676042,Planet_470
1.17,201,S954240515,Planet_471
0.97,213,S389522775,Planet_472
1.0699999999999998,508,S16956183,Planet_473
0.87,18,S440887364,Planet_474
0.77,547,S372254618,Planet_475
1.87,30,S70277020,Planet_476
1.37,54,S77175217,Planet_477
0.87,223,S72748794,Planet_478
0.67,385,S421444084,Planet_479
6.369999999999998,590,S190135633,Planet_480
0.97,63,S189843364,Planet_481
1.97,383,S325624908,Planet_482
1.37,365,S173673173,Planet_483
1.5699999999999998,32,S38425450,Planet_484
0.87,409,S285833485,Planet_485
2.07,19,S172954369,Planet_486
1.7699999999999996,23,S97472519,Planet_487
1.17,86,S164139204,Planet_488
1.0699999999999998,378,S277716959,Planet_489
1.87,33,S367647436,Planet_490
0.77,287,S315311765,Planet_491
5.669999999999999,515,S14725877,Planet_492
2.37,216,S287291938,Planet_493
1.0699999999999998,638,S471012023,Planet_494
1.0699999999999998,611,S54202213,Planet_495
1.37,515,S60847893,Planet_496
0.67,473,S25381371,Planet_497
0.67,198,S347363984,Planet_498
1.37,193,S449263348,Planet_499
0.97,325,S456933791,Planet_500
0.67,467,S56249811,Planet_501
2.869999999999999,40,S71600113,Planet_502
1.87,110,S316351116,Planet_503
0.67,51,S1001230963,Planet_504
5.069999999999999,156,S461308071,Planet_505
3.0699999999999994,312,S359676790,Planet_506
1.0699999999999998,35,S12962163,Planet_507
15.169999999999996,437,S320508747,Planet_508
0.97,257,S278520905,Planet_509
2.869999999999999,68,S43299892,Planet_510
1.67,42,S48332858,Planet_511
0.77,94,S173924720,Planet_512
2.5699999999999994,130,S61799536,Planet_513
2.5699999999999994,560,S409308138,Planet_514
1.87,456,S184842719,Planet_515
7.069999999999999,66,S288874350,Planet_516
0.67,51,S252803603,Planet_517
4.669999999999999,52,S10113178,Planet_518
0.67,12,S352593978,Planet_519
0.77,362,S64910894,Planet_520
7.469999999999999,475,S329574145,Planet_521
2.07,139,S142948307,Planet_522
1.4699999999999998,43,S79015105,Planet_523
2.27,411,S385194991,Planet_524
4.069999999999999,379,S159523958,Planet_525
2.6699999999999995,84,S437328411,Planet_526
2.37,382,S39543054,Planet_527
1.87,74,S91686663,Planet_528
2.47,599,S422142487,Planet_529
1.5699999999999998,624,S297812150,Planet_530
1.4699999999999998,98,S284013790,Planet_531
0.87,204,S21621578,Planet_532
2.47,59,S404030766,Planet_533
1.67,145,S176015391,Planet_534
0.87,85,S146663593,Planet_535
1.37,554,S120526877,Planet_536
2.37,29,S427555426,Planet_537
0.97,92,S310416717,Planet_538
1.97,72,S453833488,Planet_539
1.27,46,S212413261,Planet_540
3.0699999999999994,54,S278962913,Planet_541
1.5699999999999998,194,S382373407,Planet_542
1.0699999999999998,101,S355061271,Planet_543
2.9699999999999998,126,S111784356,Planet_544
2.869999999999999,55,S42705187,Planet_545
2.07,211,S123699670,Planet_546
0.77,261,S70847587,Planet_547
1.0699999999999998,395,S234991587,Planet_548
1.67,562,S1818904979,Planet_549
1.97,13,S71841326,Planet_550
0.77,458,S389432682,Planet_551
0.67,106,S268565917,Planet_552
1.0699999999999998,215,Snan,Planet_553
8.769999999999998,119,S57032454,Planet_554
2.37,414,S301083272,Planet_555
1.17,142,S38511303,Planet_556
1.37,260,S353440749,Planet_557
1.5699999999999998,195,S267461550,Planet_558
0.87,349,S4013904,Planet_559
1.5699999999999998,12,S90389646,Planet_560
0.97,432,S461297684,Planet_561
1.4699999999999998,105,S242189360,Planet_562
1.37,189,S128627365,Planet_563
2.47,49,S212413261,Planet_564
2.47,184,S91356756,Planet_565
2.47,104,S269467912,Planet_566
2.47,58,S396821545,Planet_567
1.7699999999999996,34,S453447311,Planet_568
0.87,421,S125409404,Planet_569
4.969999999999999,74,S326907507,Planet_570
0.67,82,S259377017,Planet_571
8.869999999999997,390,S267533071,Planet_572
2.07,29,S198381449,Planet_573
1.67,98,S439946126,Planet_574
1.5699999999999998,269,S164170728,Planet_575
1.27,82,S119514195,Planet_576
0.77,261,S188589164,Planet_577
2.1699999999999995,25,S19505202,Planet_578
1.7699999999999996,207,S279836279,Planet_579
1.37,94,S184782039,Planet_580
2.07,53,S287081520,Planet_581
1.7699999999999996,23,S20856917,Planet_582
1.37,150,S1001170427,Planet_583
3.27,524,S287074951,Planet_584
4.169999999999999,308,S407574350,Planet_585
0.97,214,S236866556,Planet_586
2.27,97,S3816118,Planet_587
1.0699999999999998,100,S436248822,Planet_588
0.67,90,S201293664,Planet_589
1.7699999999999996,365,S223456058,Planet_590
2.37,254,S290553722,Planet_591
1.87,53,S237076895,Planet_592
3.369999999999999,37,S99381773,Planet_593
1.5699999999999998,97,S136916387,Planet_594
6.169999999999999,416,S262300150,Planet_595
0.67,156,S66914642,Planet_596
7.869999999999998,231,S142206123,Planet_597
1.27,30,S6112560,Planet_598
1.17,67,S329574121,Planet_599
4.069999999999999,212,S241464780,Planet_600
2.9699999999999998,95,S282210766,Planet_601
1.0699999999999998,12,S347509984,Planet_602
0.67,228,S292206680,Planet_603
1.97,74,S302608071,Planet_604
0.97,62,S101101072,Planet_605
0.67,170,S167688990,Planet_606
0.67,205,S388437250,Planet_607
3.1699999999999995,319,S191204685,Planet_608
0.87,140,S14718770,Planet_609
1.7699999999999996,116,S3221826,Planet_610
1.17,409,S399119319,Planet_611
1.67,266,S101641846,Planet_612
2.6699999999999995,80,S415708374,Planet_613
0.77,49,S37149743,Planet_614
1.67,268,S358243195,Planet_615
3.0699999999999994,604,S406343361,Planet_616
1.7699999999999996,99,S455139555,Planet_617
0.87,50,S277491425,Planet_618
1.37,205,S422618003,Planet_619
9.469999999999995,598,S390997803,Planet_620
0.77,42,S72578769,Planet_621
1.37,63,S230241767,Planet_622
0.77,508,S26895191,Planet_623
0.67,52,S274229418,Planet_624
1.4699999999999998,220,S75231315,Planet_625
2.5699999999999994,154,S7445600,Planet_626
1.17,78,S321905369,Planet_627
9.969999999999995,435,S146246752,Planet_628
1.27,395,S154842794,Planet_629
0.87,92,S366483817,Planet_630
1.87,164,S130999789,Planet_631
8.269999999999998,18,S393883284,Planet_632
8.969999999999999,157,Snan,Planet_633
10.169999999999998,607,S297146112,Planet_634
2.1699999999999995,93,S326105628,Planet_635
1.0699999999999998,218,S231731268,Planet_636
1.7699999999999996,43,S434101713,Planet_637
2.5699999999999994,220,S238870740,Planet_638
1.27,132,S68559790,Planet_639
2.6699999999999995,128,S63644901,Planet_640
3.1699999999999995,155,S302066574,Planet_641
0.87,243,S144480871,Planet_642
3.1699999999999995,62,S198084905,Planet_643
3.1699999999999995,126,S176379354,Planet_644
0.97,156,S51516322,Planet_645
1.0699999999999998,188,S1509677209,Planet_646
2.27,11,S53336409,Planet_647
1.27,447,S281783052,Planet_648
1.37,261,S139646768,Planet_649
3.5699999999999994,106,S432235014,Planet_650
1.87,139,S152273444,Planet_651
2.1699999999999995,10,S367674851,Planet_652
0.67,432,S202425393,Planet_653
0.97,80,S125979876,Planet_654
1.4699999999999998,195,S285833451,Planet_655
0.67,411,S258322219,Planet_656
1.5699999999999998,598,S77929282,Planet_657
0.77,86,S281764259,Planet_658
0.77,516,S593228,Planet_659
0.67,101,S452782929,Planet_660
1.87,104,S350074599,Planet_661
3.769999999999999,58,S57393179,Planet_662
0.87,277,S18872464,Planet_663
1.17,60,S248807074,Planet_664
1.7699999999999996,538,S408486498,Planet_665
1.27,180,S387809195,Planet_666
4.569999999999999,76,S428698700,Planet_667
1.0699999999999998,93,S60677589,Planet_668
1.27,271,S318805118,Planet_669
1.17,44,S416612744,Planet_670
0.87,267,S241832958,Planet_671
9.169999999999998,299,S158569948,Planet_672
2.869999999999999,16,S22516402,Planet_673
1.27,118,S410803077,Planet_674
1.17,172,S146443052,Planet_675
15.769999999999996,359,S393894049,Planet_676
4.069999999999999,389,S220473309,Planet_677
1.67,221,S193867007,Planet_678
1.5699999999999998,213,S241967968,Planet_679
1.27,421,S165980070,Planet_680
1.67,102,S437059375,Planet_681
1.27,548,S99837628,Planet_682
0.67,45,S27964220,Planet_683
1.37,47,S365441779,Planet_684
1.87,87,S219792161,Planet_685
1.87,165,S251091413,Planet_686
1.17,18,S308377356,Planet_687
2.869999999999999,563,S53569840,Planet_688
9.369999999999996,57,S49777150,Planet_689
0.67,631,S33424022,Planet_690
1.0699999999999998,92,S79103276,Planet_691
0.67,290,S159331746,Planet_692
3.9699999999999993,413,S391844777,Planet_693
1.17,206,S1628071,Planet_694
1.4699999999999998,306,S353168694,Planet_695
2.37,616,S271946648,Planet_696
3.0699999999999994,586,S267802440,Planet_697
0.77,52,S124618044,Planet_698
0.97,51,S176379354,Planet_699
0.97,435,S416594571,Planet_700
0.87,18,S256364928,Planet_701
0.67,17,S79568861,Planet_702
1.87,329,S468828186,Planet_703
1.7699999999999996,113,S258061897,Planet_704
11.769999999999998,111,S280882968,Planet_705
1.5699999999999998,27,S206614902,Planet_706
0.67,89,S39836825,Planet_707
0.97,24,S229534764,Planet_708
7.769999999999999,258,S51159255,Planet_709
4.669999999999999,233,S452785002,Planet_710
0.87,302,S370281600,Planet_711
3.27,265,S102107794,Planet_712
2.1699999999999995,379,S49772078,Planet_713
1.7699999999999996,296,S197597426,Planet_714
2.9699999999999998,281,S224608312,Planet_715
1.4699999999999998,103,S441804565,Planet_716
1.5699999999999998,58,S406857100,Planet_717
2.77,73,S121215012,Planet_718
3.4699999999999998,464,S318628394,Planet_719
0.97,14,S61066072,Planet_720
1.0699999999999998,239,S248194676,Planet_721
1.17,260,S175490502,Planet_722
0.97,30,S410407964,Planet_723
3.4699999999999998,411,S439391442,Planet_724
0.97,202,S318705095,Planet_725
1.67,17,S416519074,Planet_726
2.6699999999999995,213,S437261156,Planet_727
0.97,318,S281913005,Planet_728
3.369999999999999,522,S388934726,Planet_729
3.27,623,S272070121,Planet_730
2.37,401,S9943486,Planet_731
2.1699999999999995,31,S439391442,Planet_732
0.67,317,S284113347,Planet_733
1.17,46,S428832333,Planet_734
10.669999999999998,40,S50660646,Planet_735
0.67,19,S156641715,Planet_736
2.47,344,S206548902,Planet_737
1.17,24,S270889166,Planet_738
0.97,88,S35722731,Planet_739
