planet_radius,Period(Days),host_star_id,planet_name,contrast,planet_type,angular_separation,orbital_radius,eff_orbital_radius
0.67,123,S76136632,Planet_24,5.188208302114194e-09,venuses,0.010147392885839206,0.48116024279026026,0.54903091319319
2.77,17,S1950736,Planet_25,6.007010030213009e-07,neptunes,0.0023730571596911874,0.11398548356206642,0.0134180829367258
11.07,86,S250325898,Planet_26,4.361423905745371e-07,hot_jupiters,0.004528773995368237,0.33693778235707417,0.06208360232852
0.77,522,S218046124,Planet_27,3.9294598965991673e-10,earths,0.006696511961850727,1.2977049959637137,1.6659692466343332
0.77,12,S660011475,Planet_28,1.0229170365035745e-08,mercuries,0.001126370419817968,0.10083928272018329,0.050076848675475835
0.97,283,S233010801,Planet_29,5.984809133341933e-10,mercuries,0.004409534715299817,0.7470699295618892,0.1294367777555094
1.97,204,S182938696,Planet_30,2.1825750526661985e-09,neptunes,0.004546282329021151,0.8112933425572249,8.862586376062385
1.97,80,S70257116,Planet_31,2.051319673129423e-08,neptunes,0.03198519069321339,0.4442918476556113,4.627963447451942
4.569999999999999,13,S391439641,Planet_32,1.4808305836019498e-06,neptunes,0.0022263164905220027,0.10754132281501533,0.14083902585096417
0.87,131,S290970527,Planet_33,1.8173020318697875e-09,mercuries,0.01029297442224288,0.38237953942775776,0.009823152404281188
7.169999999999998,257,S394008846,Planet_34,1.6082704483489567e-08,hot_jupiters,0.015857550315551472,0.705736501952701,0.13428967110281242
1.87,312,S453050688,Planet_35,6.356648756936109e-09,neptunes,0.008535354128138911,0.8370426391735638,0.3293224021557263
0.77,636,S324289920,Planet_36,1.5101259785212905e-10,mercuries,0.004966370086275714,1.079063074573228,0.025085333338261566
2.869999999999999,67,S67445533,Planet_37,2.205326269517117e-08,neptunes,0.0005482195048209636,0.3645622935820256,3.7116945278191333
9.57,294,S364182010,Planet_38,2.0421034637591784e-07,gas_giants,0.02331870704544927,0.8300043191907002,0.53681477459045
0.77,32,S291925042,Planet_39,5.951125905821363e-09,mercuries,0.006557427072026145,0.1440056149559994,0.0031518066574424005
0.97,407,S446193444,Planet_40,4.2589466832400783e-10,mercuries,0.03707571412212757,0.9598571804426566,0.17450548055242399
0.67,541,S234288627,Planet_41,2.573166577677523e-10,mercuries,0.03832611562640824,0.8678281231991501,0.010426813807730547
1.5699999999999998,63,S87937227,Planet_42,1.7580122735212642e-08,neptunes,0.007811152195124871,0.3919587475010788,8.063784163376415
1.7699999999999996,67,S303610879,Planet_43,1.6844493308439517e-08,neptunes,0.006526939702818096,0.2669549806560159,0.016019102761409488
1.87,14,S44941805,Planet_44,3.1032788769213827e-07,neptunes,0.0019189894163345656,0.09155276585947074,0.004915550159728617
2.47,364,S180652806,Planet_45,4.672450048455232e-09,neptunes,0.006642778476889072,0.8047139918968667,0.03894750778510923
2.07,30,S177237464,Planet_46,1.6717879584923115e-07,neptunes,0.0034092203421564656,0.15047166097505332,0.006940716718098764
0.77,586,S257045441,Planet_47,8.977934025580923e-11,mercuries,0.009298774401980466,1.0419823799777859,0.0300461119928177
1.7699999999999996,624,S349484401,Planet_48,2.768762009930797e-09,neptunes,0.019431986431376738,1.0464945654486102,0.02282990706651549
0.97,520,S54995745,Planet_49,8.510458969749601e-10,frozen_planets,0.02090972286956685,1.573536404488242,100.18735215397733
1.5699999999999998,394,S395399671,Planet_50,1.988091470564475e-09,neptunes,0.009151154906506715,0.8570056517561747,0.04924669958878233
1.67,354,S425940518,Planet_51,1.882266444506327e-09,neptunes,0.009944679792311142,0.9166590718444785,0.2993267602264941
2.6699999999999995,79,S240455792,Planet_52,2.9180124794794325e-08,neptunes,0.01044392684368562,0.44470470669636764,16.640850124578076
0.87,185,S67574184,Planet_53,3.566522901813092e-09,frozen_planets,0.005639426902448549,0.7257342571893939,17.417736630217128
2.869999999999999,210,S229887991,Planet_54,3.9857655500039764e-08,neptunes,0.0010907398697230083,0.5248125091741871,0.014347616057300864
1.7699999999999996,35,S21895899,Planet_55,4.0611549743579075e-08,neptunes,0.004771626783656655,0.22719121945058518,0.6905833942716814
1.67,507,S98376472,Planet_56,1.6522189666844364e-09,neptunes,0.015337669437823838,1.0135818779903893,0.05662189171377803
2.5699999999999994,593,S64069263,Planet_57,2.4525010861685714e-09,neptunes,0.024200094229831985,1.2026857246904732,0.1720594375060888
0.87,53,S396827562,Planet_58,3.431404917759633e-09,mercuries,0.0044332816783986765,0.23008590844603877,0.01602561270864177
0.67,452,S220616719,Planet_59,2.476041061051024e-11,mercuries,0.004896341737716921,1.0270582790726108,0.17361875950442274
2.869999999999999,563,S130181866,Planet_60,4.741641496108013e-09,neptunes,0.04676235302486467,1.3287809614735624,1.0219676756093272
0.67,26,S111952685,Planet_61,6.8773773139718015e-09,mercuries,0.0028786748447482092,0.13795818091728237,0.005162324316682031
1.5699999999999998,228,S301137564,Planet_62,5.1742800439531175e-09,neptunes,0.006242567215010394,0.639120205229887,0.09577098160266719
1.87,161,S318009249,Planet_63,9.643764588617113e-09,neptunes,0.0037274131353055417,0.5379504691523593,0.22848714339394502
1.37,45,S148909368,Planet_64,1.4682293020667964e-08,mercuries,0.0020132241736215174,0.17450507576964358,0.002932239723695645
2.07,137,S363653791,Planet_65,1.835802296192261e-08,neptunes,0.0036499077328004527,0.45097428641328074,0.03670274126981835
2.47,77,S71859994,Planet_66,3.315573665788851e-08,neptunes,0.0029223801065815075,0.4217700953119799,4.317315071437031
8.169999999999998,93,S114948814,Planet_67,1.0580299578273775e-07,hot_jupiters,0.012047305465105419,0.36005361849655754,0.06634913699581586
1.5699999999999998,428,S258177087,Planet_68,2.636968466308042e-09,neptunes,0.0027765794340053845,1.0770702380454997,0.454341530584289
0.77,461,S387328696,Planet_69,1.7747229283250976e-10,mercuries,0.020866639924945574,1.0116713500107968,0.13523267762696384
0.67,190,S269987553,Planet_70,3.110297478030778e-10,mercuries,0.0012187472770158847,0.5182601366824096,0.028207114148757532
15.469999999999995,254,S35608104,Planet_71,3.8294494772722804e-08,hot_jupiters,0.006026665243234042,0.6935959629814717,0.12303776158615125
1.17,121,S399547952,Planet_72,4.748011400839868e-09,earths,0.0050852770427375115,0.5104886796207588,1.4123155186075593
1.5699999999999998,154,S434162832,Planet_73,9.36501707547224e-09,neptunes,0.002128943629017087,0.4706284484978731,0.04159714961035316
1.27,31,S27234817,Planet_74,4.768181746764662e-09,mercuries,0.001650769889999916,0.1655601054772762,0.018170497238273194
3.5699999999999994,464,S21895899,Planet_75,1.035077717072635e-08,neptunes,0.026727997692114393,1.272598772800592,3.8682638448435225
2.07,38,S456941617,Planet_76,1.5318965258603382e-07,neptunes,0.003780113514457761,0.18690441112482495,0.016688004908153104
1.5699999999999998,19,S153324112,Planet_77,8.883972213990268e-08,neptunes,0.0021213789405006966,0.12132531508331514,0.017558041764062154
1.27,118,S76964180,Planet_78,5.235941315151344e-09,mercuries,0.006894517938689925,0.35617193842109834,0.010186963178449443
1.17,13,S337046898,Planet_79,9.444961989387721e-08,earths,0.00201533916460494,0.1133607116649814,0.9231436698369526
2.37,162,S4553397,Planet_80,1.860979040762674e-08,neptunes,0.011361075950276233,0.4826312010859053,0.03724826902696635
1.0699999999999998,174,S307338124,Planet_81,2.0631403595584737e-09,mercuries,0.0036682806015864286,0.5152658560521988,0.04025513351666588
0.77,189,S441493794,Planet_82,2.550909404713903e-10,mercuries,0.023655735778288764,0.5049556613913964,0.019175128526537237
3.369999999999999,115,S175800228,Planet_83,4.627161078334403e-08,neptunes,0.0173589633725854,0.5356036258021305,5.14579960008929
1.7699999999999996,478,S343333748,Planet_84,1.5535306090071973e-09,neptunes,0.006797606745516561,1.3005349507693795,4.554705403904898
1.37,30,S292695579,Planet_85,6.908526172552241e-09,mercuries,0.0010941222588346765,0.16745072463127128,0.027468073220448593
3.369999999999999,54,S67514180,Planet_86,1.8322234515848972e-07,neptunes,0.0011292334265025467,0.2340881365928027,0.016425316445803518
0.67,34,S353168694,Planet_87,2.8549378171584117e-08,venuses,0.0075644044309560905,0.21993421067178173,0.6421463554839523
0.77,510,S402978231,Planet_88,4.5213143313592424e-10,earths,0.01728344585666625,1.2575190032154766,0.9327595158537506
0.67,83,S160268882,Planet_89,3.3556705069219797e-09,frozen_planets,0.0010364410529515066,0.43281495552982163,3.3549400517041668
1.37,571,S35156797,Planet_90,2.4549865004119315e-09,venuses,0.010000885561297681,1.2956522585243875,0.5015103678378372
0.67,141,S436734090,Planet_91,2.2635601791038154e-10,mercuries,0.011478133487415373,0.46621197880368803,0.08122567346023646
3.27,248,S12421103,Planet_92,3.3453391076691095e-08,neptunes,0.002500280248687327,0.6431542254968128,0.05194531309136876
1.27,444,S135220483,Planet_93,4.6112850843925413e-10,mercuries,0.0015085454682856995,0.9902351509280958,0.0865651142866812
3.769999999999999,158,S325275315,Planet_94,1.1330613078476256e-07,neptunes,0.04032113464440532,0.3221636092350161,0.001275557188739812
1.17,549,S165661146,Planet_95,8.134982235029531e-10,earths,0.041824885577341084,1.2666459056861747,1.2391215533992226
2.5699999999999994,612,S400036304,Planet_96,2.1566989582359287e-09,neptunes,0.0033814802994683777,1.8291553793582556,79.74534604465131
1.7699999999999996,138,S21621578,Planet_97,1.494402771871952e-08,neptunes,0.004857798875141397,0.40673678535281793,0.014134224573534459
1.4699999999999998,39,S284718691,Planet_98,1.3181029788692006e-08,mercuries,0.0020310273974594607,0.19694081052480286,0.029394855447995468
1.37,22,S88984406,Planet_99,1.9472669770825326e-08,mercuries,0.0010020154885530682,0.1618189465135457,0.39746376553621665
3.27,30,S237933451,Planet_100,1.4531522010707138e-07,neptunes,0.00482460984121472,0.17727360892662314,0.06311043729144272
6.469999999999999,203,S252979494,Planet_101,6.255322084956188e-08,hot_jupiters,0.009518512679963669,0.613147890431018,0.1476779683722061
0.87,48,S170105959,Planet_102,4.58821785951589e-09,mercuries,0.004943717305432128,0.21893905299073876,0.018421825461623
1.67,77,S377170528,Planet_103,4.135003043688713e-08,neptunes,0.016425514972288814,0.30311632545838724,0.023251128046250347
7.469999999999999,151,S159746875,Planet_104,2.3897319206688207e-08,hot_jupiters,0.11264756990371427,0.463181374685867,0.04842971329148279
3.5699999999999994,169,S83242272,Planet_105,3.72119828845523e-08,neptunes,0.010404433660136618,0.5336767727124401,0.11042494591602717
3.1699999999999995,273,S139197023,Planet_106,1.7569760580057282e-08,neptunes,0.017786339135693864,0.7134232615120503,0.09025477753924721
1.5699999999999998,18,S74129611,Planet_107,1.2195733721017893e-07,neptunes,0.003102196128197651,0.1534677806298894,0.8939642035622787
1.17,194,S22511044,Planet_108,8.264849761186975e-09,venuses,0.0019103746090357717,0.6194066026214442,0.4001134994159618
5.669999999999999,254,S147605891,Planet_109,2.5636932681692763e-08,neptunes,0.004322835010804722,0.7071342493926535,0.1507989260531647
0.67,129,S250419023,Planet_110,1.2466006083586836e-10,mercuries,0.0006515211870451224,0.4395875322554518,0.06624661703749667
3.669999999999999,183,S16032626,Planet_111,5.957100008034055e-08,neptunes,0.00458156625223859,0.5165948508799422,0.013279635147036582
1.87,618,S143047975,Planet_112,2.8754755879614176e-09,neptunes,0.01675582037417627,1.2486182250189164,0.15566413270359505
0.67,20,S435845665,Planet_113,2.62789142453486e-09,mercuries,0.0016175411632780438,0.15122072024242803,0.34153043433345254
0.97,61,S101400058,Planet_114,3.2918175991776414e-09,mercuries,0.010744348401357335,0.2705455458532213,0.05568912797945113
0.77,322,S60879815,Planet_115,5.910780202314598e-10,earths,0.008733999588857668,0.9387638732439596,1.438102447582484
2.27,148,S170867837,Planet_116,1.1837966017889141e-08,neptunes,0.004338623175526799,0.4975032781758828,0.07065770524095845
1.97,243,S281036574,Planet_117,7.067122430870578e-09,neptunes,0.020081522121486246,0.5837841711800494,0.015586997230973607
5.069999999999999,434,S77700654,Planet_118,2.2352223038090167e-08,neptunes,0.007879732497941262,1.0242224415650654,0.30318148611605744
1.87,404,S46849834,Planet_119,2.8320807271254867e-09,neptunes,0.0028970609086480265,0.8502473208752641,0.044172208310325936
0.67,618,S278919163,Planet_120,6.909105196871051e-11,mercuries,0.04253191797383759,1.0160395708946346,0.017769081180728792
1.87,293,S220526731,Planet_121,1.0079773368122921e-08,neptunes,0.00825550656830513,0.6165778848466723,0.011195912783688164
2.97,144,S199600136,Planet_122,3.039113108103341e-08,neptunes,0.010964926531405102,0.5686422488450367,1.1716087109158235
1.4699999999999998,38,S10184244,Planet_123,2.2510955022489037e-08,mercuries,0.001633344981425394,0.18664735276382177,0.009001704077379902
1.4699999999999998,143,S293306688,Planet_124,1.0009521298848692e-09,mercuries,0.003315331960236306,0.4288455289774277,0.021118417843933427
1.5699999999999998,140,S280439352,Planet_125,1.4822284443228528e-08,neptunes,0.009386303248217978,0.4809098248526405,0.13693193300004355
0.97,544,S259737046,Planet_126,4.1922612089409393e-10,mercuries,0.0034276103290665095,1.0530356097338187,0.05640285275006768
0.77,245,S411305852,Planet_127,2.1716028729124098e-10,mercuries,0.007487296746725014,0.7229998385342398,0.25463011888345133
13.269999999999998,272,S64403516,Planet_128,6.025552469496522e-08,hot_jupiters,0.01771730059511477,0.7329366423489232,0.2361422564328826
0.67,70,S154458616,Planet_129,2.547388515909346e-10,mercuries,0.006399898376770334,0.2883253471524692,0.034234529053079395
0.87,17,S169304011,Planet_130,6.788630613744458e-09,mercuries,0.003479128778797493,0.08411073315018754,0.0009406140767906428
0.97,382,S47345026,Planet_131,4.279007214495271e-10,mercuries,0.04916164928243438,0.9247828909345799,0.17539479718262987
1.4699999999999998,225,S165636116,Planet_132,2.194991664075337e-09,mercuries,0.0187075415343484,0.6536067483806395,0.15503927317706906
0.77,183,S139757119,Planet_133,4.293000305405683e-09,venuses,0.007480496622772388,0.6196591187743955,0.5152211282404023
4.569999999999999,246,S307650431,Planet_134,4.174699968069447e-08,neptunes,0.001501799265967603,0.7714063096143725,1.3474452140827788
1.67,240,S9376710,Planet_135,5.650543624757725e-09,neptunes,0.01843199265000893,0.6513311784658812,0.06468618059587102
1.97,15,S321454609,Planet_136,2.373990973672482e-07,neptunes,0.0005055298718011005,0.09718868757843666,0.006252207811671208
3.369999999999999,88,S23913506,Planet_137,5.438152398631723e-08,neptunes,0.007345184000505284,0.45001056951002577,9.1508758983268
4.369999999999999,11,S248409532,Planet_138,5.109729403354526e-06,neptunes,0.002151644244835725,0.0720840642813133,0.001702504181251745
2.47,94,S93018034,Planet_139,2.199771023604457e-08,neptunes,0.007558749590882331,0.3418922999725148,0.025228181298936517
1.37,288,S357355756,Planet_140,1.7981128275265835e-09,mercuries,0.011520158982857924,0.6986501333517408,0.03964352783887746
0.77,226,S393884317,Planet_141,5.014269076200059e-10,mercuries,0.017087695241015576,0.7212437011851891,0.3943655544541658
6.969999999999999,227,S148785509,Planet_142,8.911666474230446e-09,hot_jupiters,0.008544211651149488,0.6139786200973053,0.030596187528025905
2.37,72,S247160445,Planet_143,4.93737760680752e-08,neptunes,0.0018344193275868683,0.2827076362471249,0.020636487745322403
3.27,27,S414070454,Planet_144,3.363882833187986e-07,neptunes,0.004711991059338425,0.15335273880001304,0.016415625807243827
0.67,75,S418010485,Planet_145,5.766337390021714e-09,frozen_planets,0.005022000349303768,0.3708830744566543,4.793630096936318
1.0699999999999998,11,S9171711,Planet_146,9.960485294190812e-09,mercuries,5.551039176240164e-05,0.08755347986549424,0.018455758712885732
1.5699999999999998,309,S13065840,Planet_147,3.652595014101488e-09,neptunes,0.006260123444708516,0.8268925239314459,0.24060819378814735
1.0699999999999998,377,S243192936,Planet_148,1.0024919256089604e-10,mercuries,0.008423166440736679,0.940506028400167,0.33278035391384697
1.7699999999999996,456,S365063993,Planet_149,1.0324247916734229e-09,neptunes,0.01906384454126091,1.1235474228986593,2.9960054185046388
2.37,29,S242994949,Planet_150,3.3600596722672153e-07,neptunes,0.0005756602062064192,0.15188558027436827,0.009119691341160134
1.17,58,S115070453,Planet_151,1.8447582633991189e-09,mercuries,0.0024298501408426655,0.24177236344387248,0.014109841338168946
1.27,554,S213550322,Planet_152,7.658675031682595e-10,mercuries,0.007166741381403496,1.0474441225913043,0.05683698466875049
1.0699999999999998,34,S67517270,Planet_153,6.352630180128921e-08,venuses,0.0007245443095001289,0.21986748669096645,0.656745031316937
2.1699999999999995,70,S422418229,Planet_154,7.364509451036331e-08,neptunes,0.0018723306878224684,0.28283202348761455,0.027354794120847292
1.97,85,S289564998,Planet_155,3.7997691137360664e-08,neptunes,0.0025019989257621025,0.3121327037133893,0.019517942970917832
2.1699999999999995,30,S22750743,Planet_156,2.2845251161102563e-07,neptunes,0.010755493128912318,0.11305000207633444,0.0006301902683683183
0.97,386,S37746121,Planet_157,4.6004647817519135e-10,mercuries,0.02549111078264879,0.8929915904822794,0.0786119983130935
1.37,358,S148077721,Planet_158,3.6155456698825276e-10,mercuries,0.03709673143454334,0.7185138334126329,0.014678953954569344
0.67,105,Snan,Planet_159,1.3346627638731544e-09,mercuries,0.006572157988877478,0.36728543807549247,0.028647958274117223
1.4699999999999998,237,S51664302,Planet_160,1.9978822428057567e-09,mercuries,0.011634921349686704,0.6603652627214112,0.10323869340638381
0.67,166,S33550619,Planet_161,6.00445215415835e-10,mercuries,0.0021561191791148702,0.5146607942764262,0.057788577558977795
2.07,277,S77610900,Planet_162,1.174366129613597e-08,neptunes,0.048468781464621,0.6417643095920342,0.020856622448119994
2.07,27,S420359321,Planet_163,8.30751339454367e-08,neptunes,0.0009509858421253852,0.16427919701327157,0.057214939566813124
1.17,76,S125521270,Planet_164,1.903795122796518e-08,frozen_planets,0.008663519013634068,0.3918892586684111,1.8959312937677917
0.67,312,S427580415,Planet_165,3.452248261901553e-10,mercuries,0.03481689398142297,0.5992575511863147,0.0069392682327453275
0.67,296,S231272451,Planet_166,9.286262952279883e-11,mercuries,0.0008659785233378963,0.7688408369686145,0.12872510374003915
3.1699999999999995,303,S301193210,Planet_167,2.0308317615239725e-08,neptunes,0.0033284782316139326,0.7680053072904136,0.0954215395893715
1.17,437,S435883224,Planet_168,1.3741877610054737e-09,earths,0.021663328697234193,1.0961027881663539,1.0677686965827413
0.67,32,S62118520,Planet_169,6.949555665035183e-09,mercuries,0.0013911802120827137,0.14109021771721364,0.0027692401096531464
0.67,170,S333937664,Planet_170,6.568043843312611e-10,mercuries,0.00010682958663645052,0.48624582836915786,0.025129245563610448
2.77,30,S75324835,Planet_171,1.7126808079317655e-07,neptunes,0.000645793236552699,0.203780174906041,0.6489892709894407
5.769999999999999,103,S435926868,Planet_172,1.0461813633669545e-07,neptunes,0.0025247987657765567,0.5812882124263434,43.509422700111806
0.97,497,S748883009,Planet_173,7.681634892974031e-10,earths,0.0012258875841074997,1.164943512264522,1.3008949695377545
1.27,348,S436616404,Planet_174,3.458646581987431e-10,mercuries,0.01326396908392322,0.8300432607632212,0.09626416077718875
1.5699999999999998,329,S44764568,Planet_175,5.2262923288563616e-09,neptunes,0.030733260723281364,0.7100393372592909,0.02908704116710192
2.869999999999999,534,S72460713,Planet_176,1.0194795768342454e-08,neptunes,0.02458975006949399,1.0291016713971672,0.04600514933138541
2.5699999999999994,345,S241430822,Planet_177,5.385951157315939e-09,neptunes,0.015477584900186081,0.8020413954431401,0.05961779149807449
1.0699999999999998,43,S353254938,Planet_178,5.769775267465443e-09,mercuries,0.003061194909702033,0.21225750224828754,0.03977809163160837
2.77,440,S17331239,Planet_179,2.1151166205030928e-09,neptunes,0.0040146130400243,1.1343877413168362,1.0702427226883775
1.4699999999999998,11,S50992589,Planet_180,2.443997987006399e-08,mercuries,0.0001983319678801735,0.08890653691910944,0.0273830173775795
11.569999999999997,61,S332746279,Planet_181,3.326312930728797e-07,hot_jupiters,0.001232849801623227,0.2949690106073293,0.30121795710482013
0.97,272,S392705273,Planet_182,4.380076098483231e-09,venuses,0.012362984174380077,0.7736297493379958,0.45729718915041107
0.87,34,S1818904979,Planet_183,1.3976394602544474e-08,mercuries,0.003471274804928812,0.1587832453733867,0.0026878820057070815
1.4699999999999998,72,S165636116,Planet_184,1.1543547258422228e-09,mercuries,0.008752189325566187,0.30578523617289977,0.07253401358230083
1.17,25,S351284678,Planet_185,4.260178006680204e-09,mercuries,0.0007185986359685651,0.14641514054886742,0.022607324221562804
1.4699999999999998,71,S148962617,Planet_186,7.267973722055257e-09,mercuries,0.006185904144067196,0.2987613112858659,0.05583887244759512
3.769999999999999,27,S346783960,Planet_187,1.661030812366664e-07,neptunes,0.00901880574460194,0.26387194759887256,32.232805783164885
7.069999999999999,49,S233342788,Planet_188,4.4372392789365084e-07,hot_jupiters,0.0057980040149121235,0.17284284234421493,0.002802745122659821
2.77,574,S235048515,Planet_189,4.042284152061626e-09,neptunes,0.05537444799870697,1.057398880940134,0.03832410679371549
1.37,107,S468216076,Planet_190,9.624545641476787e-09,mercuries,0.006372866619785168,0.29017993862076785,0.0025213596772717594
0.97,119,S12471323,Planet_191,3.823938430847935e-09,earths,0.010954460630915316,0.5245803184651991,1.0827260716434726
1.37,136,S268858674,Planet_192,2.2614937043854126e-08,venuses,0.002598522060786548,0.5035602131982791,0.6142441479067063
1.67,105,S265130794,Planet_193,2.493815624955367e-08,neptunes,0.011656314297409043,0.34311673100088486,0.01172273933116265
0.97,245,S401493477,Planet_194,5.16292020292829e-10,mercuries,0.010626258635864845,0.6465591352733588,0.05539418122478742
2.1699999999999995,486,S455030131,Planet_195,3.620075758296533e-09,neptunes,0.034525654236964944,0.9576687659244725,0.03870503966645676
1.7699999999999996,12,S204291254,Planet_196,6.936111556360058e-07,neptunes,0.0038356912510606805,0.0785465046763019,0.0024901931384878786
6.169999999999999,560,S264052522,Planet_197,2.6980472011562634e-09,hot_jupiters,0.03300292122297353,1.1224384658430597,0.054142630543114544
2.47,204,S291951992,Planet_198,1.7229562946374565e-08,neptunes,0.01162883507802629,0.6340171784418559,0.2243527881485619
2.37,228,S29266458,Planet_199,1.9508002456985587e-08,neptunes,0.013698892840867302,0.5749262752432318,0.02379439222302288
0.77,620,S1943616276,Planet_200,2.965172282489983e-11,mercuries,0.03436585072650219,1.2230387819122033,0.10064992283394013
1.87,231,S429283599,Planet_201,7.681836248695965e-09,neptunes,0.013567188261847793,0.6720876530082264,0.19745443353567207
1.87,562,S420806875,Planet_202,2.96346169465005e-09,neptunes,0.012550020514884897,1.043329232810904,0.042157344187322816
0.87,170,S210208396,Planet_203,7.640335784752747e-10,mercuries,0.0066627650129460906,0.5584951827778366,0.23926940160000681
3.0699999999999994,415,S89500524,Planet_204,8.959164382060427e-09,neptunes,0.020764145140394805,1.0232752673223977,0.37421799172711184
2.27,13,S464322127,Planet_205,6.999965613089961e-07,neptunes,0.000626461688374565,0.09331642531829211,0.009320308893804675
1.17,382,S362271177,Planet_206,1.9193502966869167e-10,mercuries,0.008411754076887823,0.9005929027721652,0.08773361648657403
2.37,208,S332278062,Planet_207,1.4214473846269019e-08,neptunes,0.0016157273382485771,0.600408020442881,0.06509344875316901
1.37,574,S51079186,Planet_208,9.922310433513374e-10,earths,0.017826570436835356,1.3526163896485888,1.5544169003102326
1.0699999999999998,165,S444007688,Planet_209,9.306934661595367e-09,frozen_planets,0.0059711541703328895,0.5697533901480258,34.85801676145255
0.67,82,S255785123,Planet_210,1.1476120565730521e-09,mercuries,0.006651887444363239,0.2949229911427645,0.01229799739065301
1.17,11,S212296912,Planet_211,2.5861657065234213e-07,venuses,0.0007148286715571528,0.10927021986561018,0.567410482813398
0.77,11,S424870548,Planet_212,6.441439381265242e-08,frozen_planets,0.0029883549133122127,0.12256360263154092,4.296197472204316
1.97,449,S387811195,Planet_213,3.5574326133014954e-09,neptunes,0.003353561736864424,0.8502962127044895,0.02612267459910716
0.87,459,S158116476,Planet_214,2.741853852382267e-10,mercuries,0.024098964034305243,0.9692732192282145,0.039056632249178116
1.37,31,S107506599,Planet_215,5.855516328940929e-09,mercuries,0.0022975062606213296,0.15240889264495347,0.0058921898408211895
1.4699999999999998,604,S36724087,Planet_216,1.1171897189240191e-09,mercuries,0.008681364681886747,0.997235048065604,0.015542779092055172
1.37,26,S459952434,Planet_217,1.9201955237723206e-08,mercuries,0.00022763996588573513,0.1652139125775603,0.07531742946999655
1.0699999999999998,198,S150357613,Planet_218,2.796983892662531e-09,earths,0.006004050889977204,0.6761295409724682,1.309009944992823
2.37,185,S13732129,Planet_219,1.5640753981327736e-08,neptunes,5.532078289021436e-05,0.5527107778892768,0.06386695412479972
2.07,31,S454183286,Planet_220,1.0644124837467506e-07,neptunes,0.0016295816321691549,0.17309572552142924,0.041389470009759975
0.97,490,S455139555,Planet_221,2.0938266151216525e-10,mercuries,0.0910839887133017,0.9242873012598634,0.02591750259757903
0.87,73,S233503400,Planet_222,4.97414510915227e-09,earths,0.010396258410308593,0.37598518258602476,1.5273517773959728
